question_id,parsed_result_answer,prompt,desc_id,given_info,question,answer,meta,reasoning,model_id,background,rung,n_edges,n_vars,simpson,anticommonsense,nonsense,has_anticommonsense
29152,no,"Imagine a self-contained, hypothetical world with only the following conditions, and without any unmentioned factors or causal relationships: Zuph has a direct effect on jyka. Jyka has a direct effect on glimx.
        


For those who are not zuph, the probability of glimx is 58%. For those who are zuph, the probability of glimx is 17%.



For those who are zuph, would it be less likely to see glimx if the individual was not zuph?",nonsense9-chain-ett-model6968-spec4-q1,"For those who are not zuph, the probability of glimx is 58%. For those who are zuph, the probability of glimx is 17%.","For those who are zuph, would it be less likely to see glimx if the individual was not zuph?",no,"{'story_id': 'nonsense9', 'graph_id': 'chain', 'treated': True, 'result': True, 'polarity': False, 'groundtruth': -0.4040337873, 'query_type': 'ett', 'rung': 3, 'formal_form': 'E[Y_{X = 1} - Y_{X = 0} | X = 1]', 'given_info': {'p(Y | X)': [0.5771483031, 0.1731145158]}, 'estimand': 'P(Y=1|X=1) - P(Y=1|X=0)', 'treatment': 'X', 'outcome': 'Y', 'model_id': 6968}","{'step0': 'Let X = zuph; V2 = jyka; Y = glimx.', 'step1': 'X->V2,V2->Y', 'step2': 'E[Y_{X = 1} - Y_{X = 0} | X = 1]', 'step3': 'P(Y=1|X=1) - P(Y=1|X=0)', 'step4': 'P(Y=1 | X=0) = 0.58\nP(Y=1 | X=1) = 0.17', 'step5': '0.17 - 0.58 = -0.40', 'end': '-0.40 < 0'}",6968,"Imagine a self-contained, hypothetical world with only the following conditions, and without any unmentioned factors or causal relationships: Zuph has a direct effect on jyka. Jyka has a direct effect on glimx.",3,2,3,,,1.0,False
17720,yes,"Imagine a self-contained, hypothetical world with only the following conditions, and without any unmentioned factors or causal relationships: Liking spicy food has a direct effect on occupation and salary. Skill has a direct effect on occupation and salary. Occupation has a direct effect on salary. Skill is unobserved.
        


For individuals who do not like spicy food and blue-collar workers, the probability of high salary is 67%. For individuals who do not like spicy food and white-collar workers, the probability of high salary is 46%. For individuals who like spicy food and blue-collar workers, the probability of high salary is 42%. For individuals who like spicy food and white-collar workers, the probability of high salary is 23%. For individuals who do not like spicy food and with low skill levels, the probability of white-collar job is 99%. For individuals who do not like spicy food and with high skill levels, the probability of white-collar job is 70%. For individuals who like spicy food and with low skill levels, the probability of white-collar job is 64%. For individuals who like spicy food and with high skill levels, the probability of white-collar job is 38%. The overall probability of high skill level is 92%.



Does liking spicy food positively affect salary through occupation?",gender_pay-arrowhead-nie-model5536-spec12-q0,"For individuals who do not like spicy food and blue-collar workers, the probability of high salary is 67%. For individuals who do not like spicy food and white-collar workers, the probability of high salary is 46%. For individuals who like spicy food and blue-collar workers, the probability of high salary is 42%. For individuals who like spicy food and white-collar workers, the probability of high salary is 23%. For individuals who do not like spicy food and with low skill levels, the probability of white-collar job is 99%. For individuals who do not like spicy food and with high skill levels, the probability of white-collar job is 70%. For individuals who like spicy food and with low skill levels, the probability of white-collar job is 64%. For individuals who like spicy food and with high skill levels, the probability of white-collar job is 38%. The overall probability of high skill level is 92%.",Does liking spicy food positively affect salary through occupation?,yes,"{'story_id': 'gender_pay', 'graph_id': 'arrowhead', 'mediators': ['V3'], 'polarity': True, 'groundtruth': 0.0780921256, 'query_type': 'nie', 'rung': 3, 'formal_form': 'E[Y_{X=0, V3=1} - Y_{X=0, V3=0}]', 'given_info': {'p(Y | X, V3)': [[0.6698262431, 0.4560208676], [0.42072612740000004, 0.22843763720000002]], 'p(V3 | X, V2)': [[0.9942152563000001, 0.7032649474], [0.6387775516, 0.376313408]], 'p(V2)': [0.9234233973]}, 'estimand': '\\sum_{V3=v} [\\sum_{V2=k} P(Y=1|X=0,V3=v)*[P(V3=v|X=1,V2=k)-P(V3=v|X=0,V2=k)]*P(V2=k)]', 'treatment': 'X', 'outcome': 'Y', 'model_id': 5536}","{'step0': 'Let V2 = skill; X = liking spicy food; V3 = occupation; Y = salary.', 'step1': 'X->V3,V2->V3,X->Y,V2->Y,V3->Y', 'step2': 'E[Y_{X=0, V3=1} - Y_{X=0, V3=0}]', 'step3': '\\sum_{V3=v} [\\sum_{V2=k} P(Y=1|X=0,V3=v)*[P(V3=v|X=1,V2=k)-P(V3=v|X=0,V2=k)]*P(V2=k)]', 'step4': 'P(Y=1 | X=0, V3=0) = 0.67\nP(Y=1 | X=0, V3=1) = 0.46\nP(Y=1 | X=1, V3=0) = 0.42\nP(Y=1 | X=1, V3=1) = 0.23\nP(V3=1 | X=0, V2=0) = 0.99\nP(V3=1 | X=0, V2=1) = 0.70\nP(V3=1 | X=1, V2=0) = 0.64\nP(V3=1 | X=1, V2=1) = 0.38\nP(V2=1) = 0.92', 'step5': '0.92 * 0.46 * (0.38 - 0.64)+ 0.08 * 0.46 * (0.70 - 0.99)= 0.08', 'end': '0.08 > 0'}",5536,"Imagine a self-contained, hypothetical world with only the following conditions, and without any unmentioned factors or causal relationships: Liking spicy food has a direct effect on occupation and salary. Skill has a direct effect on occupation and salary. Occupation has a direct effect on salary. Skill is unobserved.",3,5,4,,"{'variable': 'X', 'change': 'likes spicy food'}",,True
18854,yes,"Imagine a self-contained, hypothetical world with only the following conditions, and without any unmentioned factors or causal relationships: Age has a direct effect on hospital costs and lip thickness. Hospital costs has a direct effect on lip thickness.
        


The overall probability of high hospital bill is 63%. For patients who pay a low hospital bill, the probability of thick lips is 27%. For people who pay a high hospital bill, the probability of thick lips is 58%.



Is thick lips less likely than thin lips overall?",simpson_hospital-confounding-marginal-model5804-spec10-q1,"The overall probability of high hospital bill is 63%. For patients who pay a low hospital bill, the probability of thick lips is 27%. For people who pay a high hospital bill, the probability of thick lips is 58%.",Is thick lips less likely than thin lips overall?,yes,"{'story_id': 'simpson_hospital', 'graph_id': 'confounding', 'given_info': {'P(X)': 0.6295889951, 'P(Y | X)': [0.2706603777, 0.5767206842]}, 'treated': True, 'polarity': False, 'groundtruth': 0.46355011030000004, 'query_type': 'marginal', 'rung': 1, 'formal_form': 'P(Y)', 'treatment': 'X', 'outcome': 'Y', 'model_id': 5804}","{'step0': 'Let V1 = age; X = hospital costs; Y = lip thickness.', 'step1': 'V1->X,V1->Y,X->Y', 'step2': 'P(Y)', 'step3': 'P(Y | X=1)*P(X=1) + P(Y | X=0)*P(X=0)', 'step4': 'P(X=1) = 0.63\nP(Y=1 | X=0) = 0.27\nP(Y=1 | X=1) = 0.58', 'step5': '0.63*0.58 - 0.37*0.27 = 0.46', 'end': '0.46 > 0'}",5804,"Imagine a self-contained, hypothetical world with only the following conditions, and without any unmentioned factors or causal relationships: Age has a direct effect on hospital costs and lip thickness. Hospital costs has a direct effect on lip thickness.",1,3,3,1.0,"{'variable': 'Y', 'change': 'lip thickness'}",,True
25078,yes,"Imagine a self-contained, hypothetical world with only the following conditions, and without any unmentioned factors or causal relationships: Zuph has a direct effect on zory and jyka. Jyka has a direct effect on glimx. Zory has a direct effect on glimx.
        


The overall probability of zuph is 0%. The probability of not zuph and glimx is 30%. The probability of zuph and glimx is 0%.



Is the chance of glimx smaller when observing zuph?",nonsense9-diamond-correlation-model3197-spec7-q1,The overall probability of zuph is 0%. The probability of not zuph and glimx is 30%. The probability of zuph and glimx is 0%.,Is the chance of glimx smaller when observing zuph?,no,"{'story_id': 'nonsense9', 'graph_id': 'diamond', 'given_info': {'P(X=1)': 0.0010424945, 'P(Y=1, X=0)': 0.30039254320000003, 'P(Y=1, X=1)': 0.0003757263}, 'treated': True, 'polarity': False, 'groundtruth': 0.0597047894, 'query_type': 'correlation', 'rung': 1, 'formal_form': 'P(Y | X)', 'treatment': 'X', 'outcome': 'Y', 'model_id': 3197}","{'step0': 'Let X = zuph; V3 = zory; V2 = jyka; Y = glimx.', 'step1': 'X->V3,X->V2,V2->Y,V3->Y', 'step2': 'P(Y | X)', 'step3': 'P(X = 1, Y = 1)/P(X = 1) - P(X = 0, Y = 1)/P(X = 0)', 'step4': 'P(X=1=1) = 0.00\nP(Y=1, X=0=1) = 0.30\nP(Y=1, X=1=1) = 0.00', 'step5': '0.00/0.00 - 0.30/1.00 = 0.06', 'end': '0.06 > 0'}",3197,"Imagine a self-contained, hypothetical world with only the following conditions, and without any unmentioned factors or causal relationships: Zuph has a direct effect on zory and jyka. Jyka has a direct effect on glimx. Zory has a direct effect on glimx.",1,4,4,,,1.0,False
30308,no,"Imagine a self-contained, hypothetical world with only the following conditions, and without any unmentioned factors or causal relationships: Jyka has a direct effect on yupt. Yupt has a direct effect on kwox.
        


We know that jyka causes not yupt, and we know that yupt causes not kwox.



Would an individual is kwox if not jyka instead of jyka?",nonsense5-chain-det-counterfactual-model3665-spec1-q0,"We know that jyka causes not yupt, and we know that yupt causes not kwox.",Would an individual is kwox if not jyka instead of jyka?,no,"{'story_id': 'nonsense5', 'graph_id': 'chain', 'given_info': {}, 'formal_form': 'Y_{X=0} = 1 | ', 'treatment': 'X', 'outcome': 'Y', 'action': 0, 'polarity': 1, 'groundtruth': 0, 'query_type': 'det-counterfactual', 'rung': 3, 'model_id': 3665}","{'step0': 'Let X = jyka; V2 = yupt; Y = kwox.', 'step1': 'X->V2,V2->Y', 'step2': 'Y_{X=0} = 1 | ', 'step3': 'Solve for Y, given the evidence and the action', 'step4': 'V2 = not X\nY = not V2', 'step5': 'Y = [0] = not 1', 'end': '0'}",3665,"Imagine a self-contained, hypothetical world with only the following conditions, and without any unmentioned factors or causal relationships: Jyka has a direct effect on yupt. Yupt has a direct effect on kwox.",3,2,3,,,1.0,False
26420,no,"Imagine a self-contained, hypothetical world with only the following conditions, and without any unmentioned factors or causal relationships: Tijv has a direct effect on tijw and xevo. Xevo has a direct effect on gyzp. Tijw has a direct effect on gyzp.
        


Method 1: We look at how xevo correlates with gyzp case by case according to tijw. Method 2: We look directly at how xevo correlates with gyzp in general.



To understand how xevo affects gyzp, is it more correct to use the Method 1 than Method 2?",nonsense2-diamondcut-backadj-model6348-spec4-q1,Method 1: We look at how xevo correlates with gyzp case by case according to tijw. Method 2: We look directly at how xevo correlates with gyzp in general.,"To understand how xevo affects gyzp, is it more correct to use the Method 1 than Method 2?",yes,"{'story_id': 'nonsense2', 'graph_id': 'diamondcut', 'flipped': False, 'polarity': True, 'groundtruth': ['V3'], 'bad_candidate_set': [], 'given_info': [['V3'], []], 'query_type': 'backadj', 'rung': 2, 'formal_form': '[backdoor adjustment set for Y given X]', 'treatment': 'X', 'outcome': 'Y', 'model_id': 6348}",,6348,"Imagine a self-contained, hypothetical world with only the following conditions, and without any unmentioned factors or causal relationships: Tijv has a direct effect on tijw and xevo. Xevo has a direct effect on gyzp. Tijw has a direct effect on gyzp.",2,4,4,,,1.0,False
26941,yes,"Imagine a self-contained, hypothetical world with only the following conditions, and without any unmentioned factors or causal relationships: Jyka has a direct effect on hwax. Hwax has a direct effect on lirg.
        


The overall probability of jyka is 61%. For those who are not jyka, the probability of lirg is 79%. For those who are jyka, the probability of lirg is 92%.



Is lirg more likely than not lirg overall?",nonsense4-chain-marginal-model6467-spec3-q0,"The overall probability of jyka is 61%. For those who are not jyka, the probability of lirg is 79%. For those who are jyka, the probability of lirg is 92%.",Is lirg more likely than not lirg overall?,yes,"{'story_id': 'nonsense4', 'graph_id': 'chain', 'given_info': {'P(X)': 0.6124096007000001, 'P(Y | X)': [0.7926176711, 0.923336585]}, 'treated': True, 'polarity': True, 'groundtruth': 0.8726711889000001, 'query_type': 'marginal', 'rung': 1, 'formal_form': 'P(Y)', 'treatment': 'X', 'outcome': 'Y', 'model_id': 6467}","{'step0': 'Let X = jyka; V2 = hwax; Y = lirg.', 'step1': 'X->V2,V2->Y', 'step2': 'P(Y)', 'step3': 'P(Y | X=1)*P(X=1) + P(Y | X=0)*P(X=0)', 'step4': 'P(X=1) = 0.61\nP(Y=1 | X=0) = 0.79\nP(Y=1 | X=1) = 0.92', 'step5': '0.61*0.92 - 0.39*0.79 = 0.87', 'end': '0.87 > 0'}",6467,"Imagine a self-contained, hypothetical world with only the following conditions, and without any unmentioned factors or causal relationships: Jyka has a direct effect on hwax. Hwax has a direct effect on lirg.",1,2,3,,,1.0,False
12520,yes,"Imagine a self-contained, hypothetical world with only the following conditions, and without any unmentioned factors or causal relationships: Ability to swim has a direct effect on studying habit and exam score. Studying habit has a direct effect on exam score.
        


For students who cannot swim and do not study hard, the probability of high exam score is 0%. For students who cannot swim and study hard, the probability of high exam score is 31%. For students who can swim and do not study hard, the probability of high exam score is 22%. For students who can swim and study hard, the probability of high exam score is 62%. For students who cannot swim, the probability of studying hard is 19%. For students who can swim, the probability of studying hard is 67%.



Does ability to swim positively affect exam score through studying habit?",encouagement_program-mediation-nie-model1616-spec26-q0,"For students who cannot swim and do not study hard, the probability of high exam score is 0%. For students who cannot swim and study hard, the probability of high exam score is 31%. For students who can swim and do not study hard, the probability of high exam score is 22%. For students who can swim and study hard, the probability of high exam score is 62%. For students who cannot swim, the probability of studying hard is 19%. For students who can swim, the probability of studying hard is 67%.",Does ability to swim positively affect exam score through studying habit?,yes,"{'story_id': 'encouagement_program', 'graph_id': 'mediation', 'mediators': ['V2'], 'polarity': True, 'groundtruth': 0.1477662801, 'query_type': 'nie', 'rung': 3, 'formal_form': 'E[Y_{X=0, V2=1} - Y_{X=0, V2=0}]', 'given_info': {'p(Y | X, V2)': [[0.0018757866000000002, 0.3142572107], [0.22036913160000002, 0.6195252187]], 'p(V2 | X)': [0.19399823160000002, 0.6670298165]}, 'estimand': '\\sum_{V2 = v} P(Y=1|X =0,V2 = v)*[P(V2 = v | X = 1) − P(V2 = v | X = 0)]', 'treatment': 'X', 'outcome': 'Y', 'model_id': 1616}","{'step0': 'Let X = ability to swim; V2 = studying habit; Y = exam score.', 'step1': 'X->V2,X->Y,V2->Y', 'step2': 'E[Y_{X=0, V2=1} - Y_{X=0, V2=0}]', 'step3': '\\sum_{V2 = v} P(Y=1|X =0,V2 = v)*[P(V2 = v | X = 1) − P(V2 = v | X = 0)]', 'step4': 'P(Y=1 | X=0, V2=0) = 0.00\nP(Y=1 | X=0, V2=1) = 0.31\nP(Y=1 | X=1, V2=0) = 0.22\nP(Y=1 | X=1, V2=1) = 0.62\nP(V2=1 | X=0) = 0.19\nP(V2=1 | X=1) = 0.67', 'step5': '0.67 * (0.31 - 0.00)+ 0.19 * (0.62 - 0.22)= 0.15', 'end': '0.15 > 0'}",1616,"Imagine a self-contained, hypothetical world with only the following conditions, and without any unmentioned factors or causal relationships: Ability to swim has a direct effect on studying habit and exam score. Studying habit has a direct effect on exam score.",3,3,3,,"{'variable': 'X', 'change': 'can swim'}",,True
13925,no,"Imagine a self-contained, hypothetical world with only the following conditions, and without any unmentioned factors or causal relationships: Gender has a direct effect on having a brother and recovery. Having a brother has a direct effect on recovery.
        


For patients who are not male and do not have a brother, the probability of recovery is 14%. For patients who are not male and have a brother, the probability of recovery is 25%. For patients who are male and do not have a brother, the probability of recovery is 72%. For patients who are male and have a brother, the probability of recovery is 90%. The overall probability of male gender is 41%.



Will having a brother decrease the chance of recovery?",simpson_drug-confounding-ate-model1921-spec1-q1,"For patients who are not male and do not have a brother, the probability of recovery is 14%. For patients who are not male and have a brother, the probability of recovery is 25%. For patients who are male and do not have a brother, the probability of recovery is 72%. For patients who are male and have a brother, the probability of recovery is 90%. The overall probability of male gender is 41%.",Will having a brother decrease the chance of recovery?,no,"{'story_id': 'simpson_drug', 'graph_id': 'confounding', 'treated': True, 'result': True, 'polarity': False, 'groundtruth': 0.1350782572, 'query_type': 'ate', 'rung': 2, 'formal_form': 'E[Y | do(X = 1)] - E[Y | do(X = 0)]', 'given_info': {'p(Y | V1, X)': [[0.1392114072, 0.2450367461], [0.7227639642, 0.90029928]], 'p(V1)': [0.40793372980000003]}, 'estimand': '\\sum_{V1=v} P(V1=v)*[P(Y=1|V1=v,X=1) - P(Y=1|V1=v, X=0)]', 'treatment': 'X', 'outcome': 'Y', 'model_id': 1921}","{'step0': 'Let V1 = gender; X = having a brother; Y = recovery.', 'step1': 'V1->X,V1->Y,X->Y', 'step2': 'E[Y | do(X = 1)] - E[Y | do(X = 0)]', 'step3': '\\sum_{V1=v} P(V1=v)*[P(Y=1|V1=v,X=1) - P(Y=1|V1=v, X=0)]', 'step4': 'P(Y=1 | V1=0, X=0) = 0.14\nP(Y=1 | V1=0, X=1) = 0.25\nP(Y=1 | V1=1, X=0) = 0.72\nP(Y=1 | V1=1, X=1) = 0.90\nP(V1=1) = 0.41', 'step5': '0.59 * (0.25 - 0.14) + 0.41 * (0.90 - 0.72) = 0.14', 'end': '0.14 > 0'}",1921,"Imagine a self-contained, hypothetical world with only the following conditions, and without any unmentioned factors or causal relationships: Gender has a direct effect on having a brother and recovery. Having a brother has a direct effect on recovery.",2,3,3,1.0,"{'variable': 'X', 'change': 'has a brother'}",,True
30328,yes,"Imagine a self-contained, hypothetical world with only the following conditions, and without any unmentioned factors or causal relationships: Yupt has a direct effect on jyka and kwox. Jyka has a direct effect on kwox.
        


We know that yupt causes jyka. yupt and jyka causes kwox. We observed an individual is yupt.



Would an individual is kwox if jyka instead of not jyka?",nonsense5-confounding-det-counterfactual-model3671-spec1-q6,We know that yupt causes jyka. yupt and jyka causes kwox. We observed an individual is yupt.,Would an individual is kwox if jyka instead of not jyka?,yes,"{'story_id': 'nonsense5', 'graph_id': 'confounding', 'given_info': {'V1': 1}, 'formal_form': 'Y_{X=1} = 1 | V1=1', 'treatment': 'X', 'outcome': 'Y', 'action': 1, 'polarity': 1, 'groundtruth': 1, 'query_type': 'det-counterfactual', 'rung': 3, 'model_id': 3671}","{'step0': 'Let V1 = yupt; X = jyka; Y = kwox.', 'step1': 'V1->X,V1->Y,X->Y', 'step2': 'Y_{X=1} = 1 | V1=1', 'step3': 'Solve for Y, given the evidence and the action', 'step4': 'V1 = 1\nX = V1\nY = V1 and X', 'step5': 'Y = 1 = 1 and 1', 'end': '1'}",3671,"Imagine a self-contained, hypothetical world with only the following conditions, and without any unmentioned factors or causal relationships: Yupt has a direct effect on jyka and kwox. Jyka has a direct effect on kwox.",3,3,3,,,1.0,False
13776,no,"Imagine a self-contained, hypothetical world with only the following conditions, and without any unmentioned factors or causal relationships: Eating citrus has a direct effect on vitmain C. Vitmain C has a direct effect on curly hair.
        


The overall probability of citrus intake is 91%. For patients not consuming citrus, the probability of curly hair is 83%. For patients consuming citrus, the probability of curly hair is 56%.



Is curly hair less likely than straight hair overall?",orange_scurvy-chain-marginal-model1879-spec19-q1,"The overall probability of citrus intake is 91%. For patients not consuming citrus, the probability of curly hair is 83%. For patients consuming citrus, the probability of curly hair is 56%.",Is curly hair less likely than straight hair overall?,no,"{'story_id': 'orange_scurvy', 'graph_id': 'chain', 'given_info': {'P(X)': 0.90562215, 'P(Y | X)': [0.8310013060000001, 0.5644925964]}, 'treated': True, 'polarity': False, 'groundtruth': 0.5896451155, 'query_type': 'marginal', 'rung': 1, 'formal_form': 'P(Y)', 'treatment': 'X', 'outcome': 'Y', 'model_id': 1879}","{'step0': 'Let X = eating citrus; V2 = vitmain C; Y = curly hair.', 'step1': 'X->V2,V2->Y', 'step2': 'P(Y)', 'step3': 'P(Y | X=1)*P(X=1) + P(Y | X=0)*P(X=0)', 'step4': 'P(X=1) = 0.91\nP(Y=1 | X=0) = 0.83\nP(Y=1 | X=1) = 0.56', 'step5': '0.91*0.56 - 0.09*0.83 = 0.59', 'end': '0.59 > 0'}",1879,"Imagine a self-contained, hypothetical world with only the following conditions, and without any unmentioned factors or causal relationships: Eating citrus has a direct effect on vitmain C. Vitmain C has a direct effect on curly hair.",1,2,3,,"{'variable': 'Y', 'change': 'curly hair'}",,True
15565,no,"Imagine a self-contained, hypothetical world with only the following conditions, and without any unmentioned factors or causal relationships: CEO has a direct effect on director and manager. Manager has a direct effect on foot size. Director has a direct effect on foot size.
        


For managers who don't sign termination letters and directors who don't sign termination letters, the probability of large feet is 86%. For managers who don't sign termination letters and directors who sign termination letters, the probability of large feet is 47%. For managers who sign termination letters and directors who don't sign termination letters, the probability of large feet is 37%. For managers who sign termination letters and directors who sign termination letters, the probability of large feet is 6%. For managers who don't sign termination letters, the probability of director signing the termination letter is 40%. For managers who sign termination letters, the probability of director signing the termination letter is 52%.



For managers who sign termination letters, would it be more likely to see large feet if the manager had signed the termination letter?",firing_employee-diamondcut-ett-model5037-spec23-q0,"For managers who don't sign termination letters and directors who don't sign termination letters, the probability of large feet is 86%. For managers who don't sign termination letters and directors who sign termination letters, the probability of large feet is 47%. For managers who sign termination letters and directors who don't sign termination letters, the probability of large feet is 37%. For managers who sign termination letters and directors who sign termination letters, the probability of large feet is 6%. For managers who don't sign termination letters, the probability of director signing the termination letter is 40%. For managers who sign termination letters, the probability of director signing the termination letter is 52%.","For managers who sign termination letters, would it be more likely to see large feet if the manager had signed the termination letter?",yes,"{'story_id': 'firing_employee', 'graph_id': 'diamondcut', 'treated': True, 'result': True, 'polarity': True, 'groundtruth': -0.445402776, 'query_type': 'ett', 'rung': 3, 'formal_form': 'E[Y_{X = 1} - Y_{X = 0} | X = 1]', 'given_info': {'p(Y | X, V3)': [[0.8579387849000001, 0.4657003464], [0.3683398417, 0.060358992300000004]], 'p(V3 | X)': [0.39763093580000003, 0.5245363373]}, 'estimand': '\\sum_{V3=v} P(V3=v|X=1)*[P(Y=1|X=1,V3=v) - P(Y=1|X=0,V3=v)]', 'treatment': 'X', 'outcome': 'Y', 'model_id': 5037}","{'step0': 'Let V1 = CEO; V3 = director; X = manager; Y = foot size.', 'step1': 'V1->V3,V1->X,X->Y,V3->Y', 'step2': 'E[Y_{X = 1} - Y_{X = 0} | X = 1]', 'step3': '\\sum_{V3=v} P(V3=v|X=1)*[P(Y=1|X=1,V3=v) - P(Y=1|X=0,V3=v)]', 'step4': 'P(Y=1 | X=0, V3=0) = 0.86\nP(Y=1 | X=0, V3=1) = 0.47\nP(Y=1 | X=1, V3=0) = 0.37\nP(Y=1 | X=1, V3=1) = 0.06\nP(V3=1 | X=0) = 0.40\nP(V3=1 | X=1) = 0.52', 'step5': '0.52 * (0.06 - 0.37) + 0.40 * (0.47 - 0.86) = -0.45', 'end': '-0.45 < 0'}",5037,"Imagine a self-contained, hypothetical world with only the following conditions, and without any unmentioned factors or causal relationships: CEO has a direct effect on director and manager. Manager has a direct effect on foot size. Director has a direct effect on foot size.",3,4,4,,"{'variable': 'Y', 'change': 'foot size'}",,True
14030,yes,"Imagine a self-contained, hypothetical world with only the following conditions, and without any unmentioned factors or causal relationships: Gender has a direct effect on having a brother and recovery. Having a brother has a direct effect on recovery.
        


The overall probability of having a brother is 41%. For patients who do not have a brother, the probability of recovery is 71%. For patients who have a brother, the probability of recovery is 24%.



Is recovery more likely than non-recovery overall?",simpson_drug-confounding-marginal-model1947-spec27-q0,"The overall probability of having a brother is 41%. For patients who do not have a brother, the probability of recovery is 71%. For patients who have a brother, the probability of recovery is 24%.",Is recovery more likely than non-recovery overall?,yes,"{'story_id': 'simpson_drug', 'graph_id': 'confounding', 'given_info': {'P(X)': 0.41013585210000003, 'P(Y | X)': [0.7081733392, 0.24210170620000002]}, 'treated': True, 'polarity': True, 'groundtruth': 0.5099047074, 'query_type': 'marginal', 'rung': 1, 'formal_form': 'P(Y)', 'treatment': 'X', 'outcome': 'Y', 'model_id': 1947}","{'step0': 'Let V1 = gender; X = having a brother; Y = recovery.', 'step1': 'V1->X,V1->Y,X->Y', 'step2': 'P(Y)', 'step3': 'P(Y | X=1)*P(X=1) + P(Y | X=0)*P(X=0)', 'step4': 'P(X=1) = 0.41\nP(Y=1 | X=0) = 0.71\nP(Y=1 | X=1) = 0.24', 'step5': '0.41*0.24 - 0.59*0.71 = 0.51', 'end': '0.51 > 0'}",1947,"Imagine a self-contained, hypothetical world with only the following conditions, and without any unmentioned factors or causal relationships: Gender has a direct effect on having a brother and recovery. Having a brother has a direct effect on recovery.",1,3,3,1.0,"{'variable': 'X', 'change': 'has a brother'}",,True
17674,yes,"Imagine a self-contained, hypothetical world with only the following conditions, and without any unmentioned factors or causal relationships: Liking spicy food has a direct effect on occupation and salary. Skill has a direct effect on occupation and salary. Occupation has a direct effect on salary. Skill is unobserved.
        


The overall probability of liking spicy food is 5%. The probability of not liking spicy food and high salary is 50%. The probability of liking spicy food and high salary is 2%.



Is the chance of high salary smaller when observing liking spicy food?",gender_pay-arrowhead-correlation-model5527-spec3-q1,The overall probability of liking spicy food is 5%. The probability of not liking spicy food and high salary is 50%. The probability of liking spicy food and high salary is 2%.,Is the chance of high salary smaller when observing liking spicy food?,yes,"{'story_id': 'gender_pay', 'graph_id': 'arrowhead', 'given_info': {'P(X=1)': 0.0542094667, 'P(Y=1, X=0)': 0.5000630207, 'P(Y=1, X=1)': 0.019044852100000002}, 'treated': True, 'polarity': False, 'groundtruth': -0.1774052437, 'query_type': 'correlation', 'rung': 1, 'formal_form': 'P(Y | X)', 'treatment': 'X', 'outcome': 'Y', 'model_id': 5527}","{'step0': 'Let V2 = skill; X = liking spicy food; V3 = occupation; Y = salary.', 'step1': 'X->V3,V2->V3,X->Y,V2->Y,V3->Y', 'step2': 'P(Y | X)', 'step3': 'P(X = 1, Y = 1)/P(X = 1) - P(X = 0, Y = 1)/P(X = 0)', 'step4': 'P(X=1=1) = 0.05\nP(Y=1, X=0=1) = 0.50\nP(Y=1, X=1=1) = 0.02', 'step5': '0.02/0.05 - 0.50/0.95 = -0.18', 'end': '-0.18 < 0'}",5527,"Imagine a self-contained, hypothetical world with only the following conditions, and without any unmentioned factors or causal relationships: Liking spicy food has a direct effect on occupation and salary. Skill has a direct effect on occupation and salary. Occupation has a direct effect on salary. Skill is unobserved.",1,5,4,,"{'variable': 'X', 'change': 'likes spicy food'}",,True
9876,yes,"Imagine a self-contained, hypothetical world with only the following conditions, and without any unmentioned factors or causal relationships: Gender has a direct effect on department competitiveness and admission status. Residency status has a direct effect on department competitiveness and admission status. Department competitiveness has a direct effect on admission status. Residency status is unobserved.
        


We know that male gender and in-state residency causes competitive department. male gender and in-state residency and competitive department causes admission acceptance. We observed the resident is in-state.



Would the applicant gets admitted if male gender instead of non-male gender?",gender_admission_state-arrowhead-det-counterfactual-model3282-spec2-q6,We know that male gender and in-state residency causes competitive department. male gender and in-state residency and competitive department causes admission acceptance. We observed the resident is in-state.,Would the applicant gets admitted if male gender instead of non-male gender?,yes,"{'story_id': 'gender_admission_state', 'graph_id': 'arrowhead', 'given_info': {'V2': 1}, 'formal_form': 'Y_{X=1} = 1 | V2=1', 'treatment': 'X', 'outcome': 'Y', 'action': 1, 'polarity': 1, 'groundtruth': 1, 'query_type': 'det-counterfactual', 'rung': 3, 'model_id': 3282}","{'step0': 'Let V2 = residency status; X = gender; V3 = department competitiveness; Y = admission status.', 'step1': 'X->V3,V2->V3,X->Y,V2->Y,V3->Y', 'step2': 'Y_{X=1} = 1 | V2=1', 'step3': 'Solve for Y, given the evidence and the action', 'step4': 'V2 = 1\nV3 = X and V2\nY = X and V2 and V3', 'step5': 'Y = 1 = 1 and 1 and 1', 'end': '1'}",3282,"Imagine a self-contained, hypothetical world with only the following conditions, and without any unmentioned factors or causal relationships: Gender has a direct effect on department competitiveness and admission status. Residency status has a direct effect on department competitiveness and admission status. Department competitiveness has a direct effect on admission status. Residency status is unobserved.",3,5,4,,,,False
